ChrPos,Strand,Name,LocalizationMetric_RNAstructure_DMS_mfe,StartToBPStemMetric_RNAstructure_DMS_mfe_BPP,BPToEndStemMetric_RNAstructure_DMS_mfe_BPP,StartProtectionMetric_RNAstructure_DMS_mfe,EndProtectionMetric_RNAstructure_DMS_mfe,BPProtectionMetric_RNAstructure_DMS_mfe,ZipperStemStartMetric_RNAstructure_DMS_mfe_BPP,ZipperStemEndMetric_RNAstructure_DMS_mfe_BPP,LongestStemMetric_RNAstructure_DMS_mfe_BPP,NWJMetric_RNAstructure_DMS_mfe,MLDMetric_RNAstructure_DMS_mfe,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_DMS_mfe,BPToEndStemMetric_RNAstructure_DMS_mfe,ZipperStemStartMetric_RNAstructure_DMS_mfe,ZipperStemEndMetric_RNAstructure_DMS_mfe,LongestStemMetric_RNAstructure_DMS_mfe,ThreeprimeDistStopFeature,RPKMFeature,LengthFeature
"('chrVII', 868314, 868701)",+,,46.0,0,0,0.0,0.2857142857142857,0.0,0.0,0.0,15,0,0.21963824289405684,40.0,0,0,0.0,0.2857142857142857,0.4285714285714285,0.0,0.0,98,1,0.4108527131782946,0,0,0.0,0.0,14,,,387
"('chrVII', 898150, 898276)",+,,55.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.3888888888888889,18.0,0,0,1.0,0.8571428571428571,0.8571428571428571,0.0,0.0,13,0,0.3095238095238095,0,0,0.0,0.0,4,,,126
"('chrVII', 907050, 907158)",+,,52.0,0,0,0.0,0.7142857142857143,0.0,-12.2,0.0,11,0,0.2222222222222222,38.0,0,0,0.0,0.7142857142857143,0.0,-12.2,0.0,12,0,0.4537037037037037,0,0,-12.2,0.0,12,,,108
"('chrVII', 972943, 973079)",-,,41.0,0,0,0.0,0.4285714285714285,0.0,0.0,0.0,0,0,0.2867647058823529,16.0,0,0,0.0,0.5714285714285714,0.0,0.0,0.0,28,0,0.5441176470588235,0,0,0.0,0.0,7,,,136
"('chrVII', 1012900, 1013113)",+,,73.0,0,0,0.0,0.4285714285714285,0.0,0.0,0.0,14,0,0.1267605633802817,35.0,0,0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,32,0,0.3896713615023474,0,0,0.0,0.0,14,,,213
"('chrVII', 1037117, 1037314)",+,,53.0,0,0,0.0,0.0,0.0,-11.7,0.0,8,0,0.28426395939086296,12.0,0,0,0.7142857142857143,0.0,0.0,0.0,0.0,44,0,0.3807106598984771,0,0,-11.7,0.0,8,,,197
"('chrXII', 57266, 57403)",-,,57.0,0,0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,12,0,0.24817518248175183,37.0,0,-1,0.8571428571428571,0.0,0.2857142857142857,-5.0,-10.0,12,0,0.6058394160583942,0,-1,0.0,-9.5,12,,,137
"('chrXII', 117321, 117728)",+,,9.0,0,0,0.4285714285714285,0.4285714285714285,0.0,0.0,0.0,7,0,0.17444717444717445,26.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,73,1,0.366093366093366,0,0,0.0,0.0,13,,,407
"('chrXII', 155693, 155814)",-,,38.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.35537190082644626,14.0,0,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,-6.2,33,0,0.4793388429752066,0,0,0.0,0.0,3,,,121
"('chrXII', 298129, 298575)",-,,15.0,0,0,0.7142857142857143,0.0,0.0,0.0,0.0,12,0,0.2623318385650224,18.0,0,-1,1.0,0.7142857142857143,0.2857142857142857,0.0,-6.1,115,2,0.2645739910313901,0,0,0.0,0.0,8,,,446
"('chrXII', 335011, 335256)",+,,69.0,0,0,0.0,0.8571428571428571,0.0,0.0,0.0,17,0,0.2163265306122449,34.0,0,0,0.7142857142857143,0.8571428571428571,0.0,0.0,0.0,36,0,0.4285714285714285,0,0,0.0,0.0,20,,,245
"('chrXII', 521161, 521537)",-,,18.0,0,0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,9,0,0.2765957446808511,24.0,0,0,0.1428571428571428,0.5714285714285714,0.0,-7.6,0.0,94,0,0.3191489361702128,0,0,0.0,0.0,9,,,376
"('chrXII', 638181, 638679)",+,,120.0,0,0,0.0,0.0,0.0,0.0,0.0,14,0,0.22690763052208834,39.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,-3.8,108,1,0.285140562248996,0,0,0.0,0.0,17,,,498
"('chrXII', 718842, 719035)",-,,58.0,0,0,0.0,0.5714285714285714,0.0,0.0,0.0,0,0,0.27461139896373055,40.0,0,0,0.0,0.5714285714285714,0.1428571428571428,-12.8,0.0,28,1,0.4404145077720207,0,0,-12.8,0.0,8,,,193
"('chrXII', 727066, 727217)",+,,46.0,0,0,0.0,0.5714285714285714,0.0,0.0,0.0,5,0,0.18543046357615894,38.0,0,0,0.4285714285714285,0.7142857142857143,0.1428571428571428,0.0,-17.0,35,0,0.5894039735099338,0,0,-5.7,0.0,6,,,151
"('chrXII', 740928, 741098)",-,,63.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.37058823529411766,17.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,44,2,0.5764705882352941,0,0,0.0,0.0,5,,,170
"('chrXII', 780130, 780262)",+,,59.0,0,0,0.0,0.1428571428571428,0.0,0.0,0.0,0,0,0.26515151515151514,42.0,0,0,0.4285714285714285,0.5714285714285714,0.5714285714285714,0.0,0.0,25,0,0.5303030303030303,0,0,0.0,0.0,8,,,132
"('chrXII', 813409, 813846)",+,,12.0,0,0,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.0,0.0,15,0,0.14416475972540047,23.0,0,-1,0.0,0.8571428571428571,0.2857142857142857,-13.2,0.0,121,1,0.3112128146453089,0,-1,0.0,-17.9,24,,,437
"('chrXII', 948657, 948977)",+,,23.0,0,0,0.1428571428571428,0.0,0.0,0.0,0.0,10,0,0.1875,43.0,0,0,0.7142857142857143,1.0,0.1428571428571428,0.0,0.0,41,0,0.484375,0,0,0.0,0.0,6,,,320
"('chrXIV', 92428, 92726)",+,,106.0,0,-1,0.0,0.2857142857142857,0.0,0.0,-7.0,7,0,0.26174496644295303,47.0,0,-1,0.0,1.0,0.4285714285714285,0.0,0.0,46,0,0.3791946308724832,0,-1,0.0,-7.0,11,,,298
"('chrXIV', 182181, 182384)",-,,64.0,0,0,0.0,0.2857142857142857,0.0,0.0,0.0,0,0,0.2315270935960591,17.0,0,0,0.2857142857142857,0.2857142857142857,0.0,-16.9,0.0,54,1,0.4039408866995074,0,0,0.0,0.0,7,,,203
"('chrXIV', 184728, 184927)",+,,118.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.4472361809045226,24.0,0,0,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,31,0,0.3869346733668342,0,0,0.0,0.0,3,,,199
"('chrXIV', 343697, 343867)",-,,102.0,0,0,0.0,0.0,0.0,0.0,0.0,15,0,0.32941176470588235,58.0,0,0,0.7142857142857143,0.2857142857142857,0.4285714285714285,0.0,0.0,18,0,0.5529411764705883,0,0,0.0,0.0,8,,,170
"('chrXIV', 375678, 376180)",+,,61.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0,2,0.19721115537848605,32.0,0,0,0.0,0.7142857142857143,0.2857142857142857,-10.6,0.0,151,2,0.3426294820717131,0,0,0.0,0.0,12,,,502
"('chrXIV', 468958, 469193)",+,,114.0,0,0,0.0,0.0,0.0,0.0,0.0,6,0,0.37446808510638296,58.0,0,0,0.0,0.4285714285714285,0.2857142857142857,-9.2,0.0,57,1,0.3829787234042553,0,0,0.0,0.0,8,,,235
"('chrXIV', 487404, 487766)",-,,53.0,0,0,0.0,0.0,0.0,0.0,0.0,8,0,0.1878453038674033,31.0,0,0,0.8571428571428571,0.4285714285714285,0.7142857142857143,0.0,0.0,96,2,0.3287292817679558,0,0,0.0,0.0,13,,,362
"('chrXIV', 543498, 543673)",+,,83.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.2914285714285714,13.0,0,0,0.1428571428571428,0.0,0.0,0.0,0.0,39,1,0.4571428571428571,0,0,0.0,0.0,10,,,175
"('chrXIV', 729130, 729585)",-,,87.0,0,0,0.0,0.1428571428571428,0.4285714285714285,0.0,0.0,8,0,0.2,24.0,0,0,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,124,1,0.3538461538461538,0,0,0.0,0.0,10,,,455
"('chrXIV', 728580, 729069)",-,,56.0,0,0,0.0,0.5714285714285714,0.0,0.0,0.0,13,1,0.1411042944785276,53.0,0,0,0.4285714285714285,0.7142857142857143,0.5714285714285714,0.0,0.0,102,1,0.2822085889570552,0,0,0.0,0.0,28,,,489
"('chrXIV', 757094, 757565)",-,,21.0,0,0,0.0,0.4285714285714285,0.0,0.0,0.0,13,0,0.1932059447983015,8.0,-1,-1,0.8571428571428571,0.1428571428571428,0.0,0.0,-6.5,137,2,0.2760084925690021,0,0,0.0,0.0,22,,,471
"('chrXVI', 113666, 113965)",+,,102.0,0,0,0.0,0.7142857142857143,0.1428571428571428,0.0,0.0,6,0,0.1939799331103679,62.0,0,0,0.7142857142857143,0.8571428571428571,0.1428571428571428,0.0,0.0,60,0,0.3846153846153846,0,0,0.0,0.0,28,,,299
"('chrXVI', 123591, 124080)",+,,35.0,0,0,0.4285714285714285,0.4285714285714285,0.0,0.0,0.0,11,0,0.21881390593047034,47.0,0,0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.0,0.0,157,0,0.2842535787321063,0,0,0.0,0.0,13,,,489
"('chrXVI', 294678, 294924)",-,,215.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.4959349593495935,7.0,0,0,0.7142857142857143,0.0,0.4285714285714285,0.0,0.0,51,0,0.4349593495934959,0,0,0.0,0.0,0,,,246
"('chrXVI', 612380, 612540)",+,,84.0,0,0,0.0,0.0,0.0,-7.4,0.0,17,0,0.3375,33.0,0,0,0.0,0.7142857142857143,0.4285714285714285,-20.6,0.0,48,1,0.35625,0,0,-7.4,0.0,17,,,160
"('chrXVI', 642623, 642991)",+,,31.0,0,-1,0.0,0.7142857142857143,0.2857142857142857,0.0,-7.3,14,0,0.20380434782608695,20.0,0,-1,0.1428571428571428,0.7142857142857143,0.2857142857142857,0.0,-7.3,101,1,0.4130434782608695,0,-1,-10.1,-7.3,25,,,368
"('chrXVI', 712427, 712763)",-,,18.0,0,0,0.4285714285714285,0.7142857142857143,0.8571428571428571,0.0,0.0,16,0,0.11904761904761904,18.0,0,0,0.4285714285714285,0.7142857142857143,0.8571428571428571,0.0,0.0,82,2,0.2857142857142857,0,0,0.0,0.0,14,,,336
"('chrXVI', 726968, 727422)",+,,135.0,0,0,0.0,0.8571428571428571,0.0,0.0,0.0,13,0,0.12334801762114538,34.0,0,0,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.0,0.0,108,0,0.2599118942731278,0,0,0.0,0.0,13,,,454
"('chrXVI', 760187, 760724)",+,,67.0,0,0,0.4285714285714285,0.7142857142857143,0.0,0.0,0.0,8,0,0.24394785847299813,46.0,0,0,0.4285714285714285,0.0,0.2857142857142857,0.0,0.0,150,0,0.2849162011173184,0,0,0.0,0.0,10,,,537
"('chrXVI', 822971, 823413)",+,,86.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,0,0,0.2895927601809955,16.0,0,-1,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.0,0.0,50,1,0.3167420814479638,0,0,0.0,0.0,9,,,442
"('chrXVI', 858762, 859122)",+,,61.0,0,0,0.0,0.2857142857142857,0.4285714285714285,0.0,0.0,6,0,0.2,31.0,0,0,0.2857142857142857,0.4285714285714285,0.5714285714285714,0.0,0.0,78,1,0.2222222222222222,0,0,-4.9,0.0,9,,,360
"('chrXVI', 862156, 862651)",+,,111.0,0,0,0.0,0.2857142857142857,0.0,0.0,0.0,15,0,0.12323232323232323,56.0,0,0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,142,0,0.2484848484848484,0,0,0.0,0.0,15,,,495
"('chrXVI', 943050, 943198)",+,,34.0,0,0,0.0,0.2857142857142857,0.0,0.0,0.0,0,0,0.20945945945945946,27.0,0,0,0.7142857142857143,0.5714285714285714,0.7142857142857143,-11.7,0.0,38,0,0.3716216216216216,0,0,0.0,0.0,9,,,148
"('chrVIII', 41397, 41717)",+,,112.0,0,0,0.0,0.0,0.0,0.0,0.0,19,0,0.23125,56.0,0,0,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.0,0.0,79,0,0.490625,0,0,0.0,0.0,9,,,320
"('chrVIII', 42609, 42805)",+,,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.42857142857142855,39.0,0,0,0.0,0.7142857142857143,0.4285714285714285,0.0,0.0,52,1,0.4183673469387755,0,0,0.0,0.0,14,,,196
"('chrVIII', 49398, 49833)",+,,50.0,0,0,0.0,0.0,0.0,0.0,0.0,6,0,0.271264367816092,1.0,-1,0,0.8571428571428571,0.0,0.8571428571428571,0.0,-6.0,79,0,0.4114942528735632,0,0,0.0,0.0,7,,,435
"('chrVIII', 163254, 163746)",-,,17.0,0,0,0.0,0.0,0.8571428571428571,0.0,0.0,9,0,0.1483739837398374,14.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,135,0,0.2865853658536585,0,0,0.0,0.0,30,,,492
"('chrVIII', 186451, 186633)",-,,89.0,0,0,0.0,0.0,0.0,0.0,0.0,7,0,0.3131868131868132,54.0,0,0,0.0,0.5714285714285714,0.1428571428571428,0.0,0.0,46,1,0.5,0,0,0.0,0.0,8,,,182
"('chrVIII', 326095, 326384)",+,,30.0,0,0,0.0,0.0,0.0,0.0,0.0,14,1,0.21453287197231835,28.0,0,0,0.1428571428571428,0.2857142857142857,0.0,0.0,0.0,61,0,0.3217993079584775,0,0,0.0,0.0,15,,,289
"('chrVIII', 507019, 507294)",+,,175.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.37454545454545457,35.0,0,0,0.0,0.4285714285714285,0.8571428571428571,0.0,0.0,82,0,0.2581818181818182,0,0,0.0,0.0,8,,,275
"('chrVIII', 526137, 526329)",+,,36.0,0,0,0.4285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.0,0,1,0.2708333333333333,45.0,0,0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,44,0,0.5,0,0,0.0,0.0,10,,,192
"('chrXIII', 262384, 262552)",-,,126.0,0,0,0.0,0.4285714285714285,0.0,0.0,0.0,0,0,0.4107142857142857,9.0,0,-1,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.0,0.0,17,0,0.4523809523809524,0,0,0.0,0.0,3,,,168
"('chrXIII', 393950, 394126)",+,,46.0,0,0,0.0,0.0,0.1428571428571428,0.0,0.0,0,0,0.3465909090909091,53.0,0,0,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.0,0.0,32,0,0.5227272727272727,0,0,0.0,0.0,7,,,176
"('chrXIII', 11724, 12009)",-,,117.0,0,0,0.0,0.0,0.0,0.0,0.0,15,0,0.28771929824561404,31.0,0,0,0.8571428571428571,0.4285714285714285,0.1428571428571428,0.0,0.0,82,0,0.3052631578947368,0,0,0.0,0.0,15,,,285
"('chrXIII', 133667, 133868)",+,,21.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,13,1,0.2935323383084577,30.0,0,0,0.5714285714285714,0.7142857142857143,0.2857142857142857,-18.5,0.0,36,1,0.373134328358209,0,0,0.0,0.0,13,,,201
"('chrXIII', 156408, 156790)",-,,171.0,0,0,0.0,0.0,0.0,0.0,0.0,15,0,0.34554973821989526,37.0,0,0,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.0,0.0,97,1,0.3429319371727748,0,0,0.0,0.0,29,,,382
"('chrXIII', 203484, 203795)",-,,53.0,0,0,0.0,0.5714285714285714,0.0,0.0,0.0,33,1,0.2347266881028939,19.0,0,-1,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,97,3,0.3054662379421222,0,-1,-8.5,0.0,12,,,311
"('chrXIII', 207602, 208030)",-,,39.0,0,0,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.0,-8.3,15,0,0.20794392523364486,21.0,0,0,0.8571428571428571,0.0,0.4285714285714285,0.0,-8.3,116,0,0.2172897196261682,0,0,0.0,-8.3,15,,,428
"('chrXIII', 248580, 248833)",+,,124.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.2885375494071146,33.0,0,-1,0.0,0.7142857142857143,0.0,0.0,-5.9,51,0,0.3675889328063241,0,-1,0.0,-5.9,10,,,253
"('chrXIII', 254771, 255208)",+,,118.0,0,0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,9,0,0.19221967963386727,27.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,0.0,114,1,0.2906178489702517,0,0,0.0,0.0,15,,,437
"('chrXIII', 270604, 270733)",-,,107.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.49612403100775193,3.0,0,0,0.7142857142857143,0.0,0.2857142857142857,-7.2,0.0,28,0,0.4108527131782946,0,0,0.0,0.0,0,,,129
"('chrXIII', 280611, 281002)",-,,83.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,13,0,0.1867007672634271,42.0,0,0,0.0,1.0,0.7142857142857143,0.0,0.0,92,0,0.2659846547314578,0,0,0.0,0.0,13,,,391
"('chrXIII', 301452, 301587)",-,,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.4962962962962963,32.0,0,0,0.4285714285714285,0.1428571428571428,0.2857142857142857,0.0,0.0,31,0,0.4,0,0,0.0,0.0,0,,,135
"('chrXIII', 446095, 446232)",-,,41.0,0,0,0.5714285714285714,0.0,0.0,0.0,0.0,17,0,0.22627737226277372,26.0,0,0,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,18,0,0.4598540145985401,0,0,0.0,0.0,13,,,137
"('chrXIII', 488850, 489127)",+,,19.0,0,-1,0.0,0.4285714285714285,0.0,0.0,0.0,6,0,0.22382671480144403,19.0,0,-1,0.0,0.5714285714285714,0.7142857142857143,-7.5,-6.3,69,0,0.3212996389891697,0,-1,0.0,0.0,11,,,277
"('chrXIII', 518266, 518767)",+,,114.0,0,0,0.8571428571428571,0.7142857142857143,0.1428571428571428,0.0,-15.2,21,0,0.10379241516966067,46.0,0,-1,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,-15.2,63,0,0.2834331337325349,0,-1,0.0,-15.2,23,,,501
"('chrXIII', 531333, 531641)",+,,130.0,0,0,0.0,0.0,0.0,0.0,0.0,21,0,0.3246753246753247,7.0,0,0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.0,0.0,52,0,0.3603896103896103,0,0,0.0,0.0,21,,,308
"('chrXIII', 672773, 672932)",-,,71.0,0,0,0.2857142857142857,0.0,0.0,0.0,0.0,8,0,0.3081761006289308,27.0,0,0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.0,0.0,30,1,0.5157232704402516,0,0,0.0,0.0,8,,,159
"('chrXIII', 688048, 688330)",+,,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.2198581560283688,46.0,0,0,0.8571428571428571,0.0,0.0,-9.5,0.0,76,1,0.3262411347517731,0,0,0.0,0.0,8,,,282
"('chrXIII', 765641, 765949)",-,,88.0,0,0,0.0,0.1428571428571428,0.0,0.0,0.0,7,0,0.2792207792207792,34.0,0,0,0.0,0.7142857142857143,0.0,0.0,0.0,60,0,0.3344155844155844,0,0,0.0,0.0,9,,,308
"('chrXIII', 799745, 799896)",+,,89.0,0,0,0.0,0.2857142857142857,0.0,0.0,-8.2,7,0,0.36423841059602646,16.0,0,0,0.5714285714285714,0.8571428571428571,0.4285714285714285,-4.3,-8.2,20,1,0.3642384105960264,0,0,0.0,-8.2,7,,,151
"('chrXIII', 810450, 810550)",-,,15.0,0,0,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0,0,0.21,23.0,0,0,0.5714285714285714,0.5714285714285714,1.0,0.0,0.0,30,0,0.52,0,-1,0.0,0.0,6,,,100
"('chrXIII', 853051, 853518)",+,,21.0,0,0,0.1428571428571428,0.0,0.0,0.0,0.0,7,0,0.22055674518201285,54.0,0,0,0.0,0.4285714285714285,0.8571428571428571,0.0,0.0,74,3,0.3811563169164882,0,0,0.0,0.0,14,,,467
"('chrXIII', 887309, 887510)",+,,109.0,0,0,0.0,0.0,0.0,0.0,0.0,7,0,0.31343283582089554,1.0,0,0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,54,1,0.3233830845771144,0,0,0.0,0.0,7,,,201
"('chrXIII', 887691, 887922)",+,,126.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.3246753246753247,18.0,0,0,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.0,0.0,55,0,0.5064935064935064,0,0,0.0,0.0,9,,,231
